Organism	BioProject	Run	Tissue	Treatment	Isolate	AGE	SRA Study	Sample Name	Bases	Bytes	AvgSpotLen	BioSample	Experiment	ReleaseDate	create_date	Library Name	dev_stage	Cultivar					name
Brassica napus	PRJNA779103	SRR16894654	Stem	-	Short plant	not applicable	SRP345316	SW106	6434119200	2103898992	300	SAMN23012173	SRX13087330	2022-05-11T00:00:00Z	2021-11-09T20:08:00Z	SW106	bud bolting stage	-					Stem_Short-plant
Brassica napus	PRJNA779103	SRR16894655	Stem	-	Short plant	not applicable	SRP345316	SW180	6297892200	2065708736	300	SAMN23012172	SRX13087329	2022-05-11T00:00:00Z	2021-11-09T20:02:00Z	SW180	bud bolting stage	-					Stem_Short-plant
Brassica napus	PRJNA779103	SRR16894656	Stem	-	Short plant	not applicable	SRP345316	SW062	6429637200	2127161568	300	SAMN23012171	SRX13087328	2022-05-11T00:00:00Z	2021-11-09T20:04:00Z	SW062	bud bolting stage	-					Stem_Short-plant
Brassica napus	PRJNA779103	SRR16894657	Stem	-	Short plant	not applicable	SRP345316	SW095	6355951500	2099144608	300	SAMN23012170	SRX13087327	2022-05-11T00:00:00Z	2021-11-09T20:07:00Z	SW095	bud bolting stage	-					Stem_Short-plant
Brassica napus	PRJNA779103	SRR16894658	Stem	-	Short plant	not applicable	SRP345316	SW064	7033181100	2318932452	300	SAMN23012169	SRX13087326	2022-05-11T00:00:00Z	2021-11-09T20:06:00Z	SW064	bud bolting stage	-					Stem_Short-plant
Brassica napus	PRJNA779103	SRR16894659	Stem	-	Short plant	not applicable	SRP345316	SW154	5927232300	1941832768	300	SAMN23012168	SRX13087325	2022-05-11T00:00:00Z	2021-11-09T20:02:00Z	SW154	bud bolting stage	-					Stem_Short-plant
Brassica napus	PRJNA779103	SRR16894660	Stem	-	Short plant	not applicable	SRP345316	SW200	6366667500	2080420550	300	SAMN23012167	SRX13087324	2022-05-11T00:00:00Z	2021-11-09T20:06:00Z	SW200	bud bolting stage	-					Stem_Short-plant
Brassica napus	PRJNA779103	SRR16894661	Stem	-	Short plant	not applicable	SRP345316	SW108	6141821400	2022340285	300	SAMN23012166	SRX13087323	2022-05-11T00:00:00Z	2021-11-09T20:00:00Z	SW108	bud bolting stage	-					Stem_Short-plant
Brassica napus	PRJNA779103	SRR16894662	Stem	-	High plant	not applicable	SRP345316	SW182	6385620900	2094369687	300	SAMN23012157	SRX13087322	2022-05-11T00:00:00Z	2021-11-09T20:06:00Z	SW182	bud bolting stage	-					Stem_High-plant
Brassica napus	PRJNA779103	SRR16894663	Stem	-	High plant	not applicable	SRP345316	SW007	7027885500	2305388829	300	SAMN23012156	SRX13087321	2022-05-11T00:00:00Z	2021-11-09T20:09:00Z	SW007	bud bolting stage	-					Stem_High-plant
Brassica napus	PRJNA782763	SRR17012595	Petal	-	not collected	7 month	SRP347349	Pink1-1	8143149300	2471983858	300	SAMN23394642	SRX13202738	2022-07-13T00:00:00Z	2021-11-23T02:10:00Z	Pink1-1	flowering	Pink1-1					Petal_7months
Brassica napus	PRJNA782763	SRR17012596	Petal	-	not collected	7 month	SRP347349	Apricot1-3	6476779500	1964779388	300	SAMN23394641	SRX13202737	2022-07-13T00:00:00Z	2021-11-23T02:11:00Z	Apricot1-3	flowering	Apricot1-3					Petal_7months
Brassica napus	PRJNA782763	SRR17012597	Petal	-	not collected	7 month	SRP347349	Apricot1-2	8675109300	2638829586	300	SAMN23394640	SRX13202736	2022-07-13T00:00:00Z	2021-11-23T02:27:00Z	Apricot1-2	flowering	Apricot1-2					Petal_7months
Brassica napus	PRJNA782763	SRR17012598	Petal	-	not collected	7 month	SRP347349	Apricot1-1	7379864400	2247120229	300	SAMN23394639	SRX13202735	2022-07-13T00:00:00Z	2021-11-23T02:07:00Z	Apricot1-1	flowering	Apricot1-1					Petal_7months
Brassica napus	PRJNA782763	SRR17012599	Petal	-	not collected	7 month	SRP347349	Yellow1-3	6826542000	2091268038	300	SAMN23394638	SRX13202734	2022-07-13T00:00:00Z	2021-11-23T02:07:00Z	Yellow1-3	flowering	Yellow1-3					Petal_7months
Brassica napus	PRJNA782763	SRR17012600	Petal	-	not collected	7 month	SRP347349	Yellow1-2	6837831300	2086168971	300	SAMN23394637	SRX13202733	2022-07-13T00:00:00Z	2021-11-23T02:10:00Z	Yellow1-2	flowering	Yellow1-2					Petal_7months
Brassica napus	PRJNA782763	SRR17012601	Petal	-	not collected	7 month	SRP347349	Pink3-3	6994826400	2117927762	300	SAMN23394668	SRX13202732	2022-07-13T00:00:00Z	2021-11-23T02:22:00Z	Pink3-3	flowering	Pink3-3					Petal_7months
Brassica napus	PRJNA782763	SRR17012602	Petal	-	not collected	7 month	SRP347349	Apricot3-3	7169273700	2174510375	300	SAMN23394667	SRX13202731	2022-07-13T00:00:00Z	2021-11-23T04:10:00Z	Apricot3-3	flowering	Apricot3-3					Petal_7months
Brassica napus	PRJNA782763	SRR17012603	Petal	-	not collected	7 month	SRP347349	Apricot3-2	7417619700	2244285325	300	SAMN23394666	SRX13202730	2022-07-13T00:00:00Z	2021-11-23T02:12:00Z	Apricot3-2	flowering	Apricot3-2					Petal_7months
Brassica napus	PRJNA782763	SRR17012604	Petal	-	not collected	7 month	SRP347349	Apricot3-1	8055334800	2460798984	300	SAMN23394665	SRX13202729	2022-07-13T00:00:00Z	2021-11-23T02:13:00Z	Apricot3-1	flowering	Apricot3-1					Petal_7months
Brassica napus	PRJNA782763	SRR17012605	Petal	-	not collected	7 month	SRP347349	Pink3-2	7228152000	2196624390	300	SAMN23394664	SRX13202728	2022-07-13T00:00:00Z	2021-11-23T02:11:00Z	Pink3-2	flowering	Pink3-2					Petal_7months
Brassica napus	PRJNA782763	SRR17012606	Petal	-	not collected	7 month	SRP347349	Pink3-1	7072140600	2138259474	300	SAMN23394663	SRX13202727	2022-07-13T00:00:00Z	2021-11-23T02:12:00Z	Pink3-1	flowering	Pink3-1					Petal_7months
Brassica napus	PRJNA782763	SRR17012607	Petal	-	not collected	7 month	SRP347349	Yellow1-1	6845355600	2109972550	300	SAMN23394636	SRX13202726	2022-07-13T00:00:00Z	2021-11-23T02:06:00Z	Yellow1-1	flowering	Yellow1-1					Petal_7months
Brassica napus	PRJNA782763	SRR17012608	Petal	-	not collected	7 month	SRP347349	Yellow3-3	7407018600	2237298852	300	SAMN23394662	SRX13202725	2022-07-13T00:00:00Z	2021-11-23T02:19:00Z	Yellow3-3	flowering	Yellow3-3					Petal_7months
Brassica napus	PRJNA782763	SRR17012609	Petal	-	not collected	7 month	SRP347349	Yellow3-2	7320693900	2211870354	300	SAMN23394661	SRX13202724	2022-07-13T00:00:00Z	2021-11-23T02:08:00Z	Yellow3-2	flowering	Yellow3-2					Petal_7months
Brassica napus	PRJNA782763	SRR17012610	Petal	-	not collected	7 month	SRP347349	Yellow3-1	7177389000	2169369504	300	SAMN23394660	SRX13202723	2022-07-13T00:00:00Z	2021-11-23T02:14:00Z	Yellow3-1	flowering	Yellow3-1					Petal_7months
Brassica napus	PRJNA782763	SRR17012611	Petal	-	not collected	7 month	SRP347349	White3-3	8069743800	2437335537	300	SAMN23394659	SRX13202722	2022-07-13T00:00:00Z	2021-11-23T02:11:00Z	White3-3	flowering	White3-3					Petal_7months
Brassica napus	PRJNA782763	SRR17012612	Petal	-	not collected	7 month	SRP347349	White3-2	7983310500	2436127615	300	SAMN23394658	SRX13202721	2022-07-13T00:00:00Z	2021-11-23T02:11:00Z	White3-2	flowering	White3-2					Petal_7months
Brassica napus	PRJNA782763	SRR17012613	Petal	-	not collected	7 month	SRP347349	White3-1	7869969000	2390520985	300	SAMN23394657	SRX13202720	2022-07-13T00:00:00Z	2021-11-23T02:14:00Z	White3-1	flowering	White3-1					Petal_7months
Brassica napus	PRJNA782763	SRR17012614	Petal	-	not collected	7 month	SRP347349	Pink2-3	6543599100	1977211753	300	SAMN23394656	SRX13202719	2022-07-13T00:00:00Z	2021-11-23T02:06:00Z	Pink2-3	flowering	Pink2-3					Petal_7months
Brassica napus	PRJNA782763	SRR17012615	Petal	-	not collected	7 month	SRP347349	Pink2-2	7984946100	2420251201	300	SAMN23394655	SRX13202718	2022-07-13T00:00:00Z	2021-11-23T02:10:00Z	Pink2-2	flowering	Pink2-2					Petal_7months
Brassica napus	PRJNA782763	SRR17012616	Petal	-	not collected	7 month	SRP347349	Pink2-1	9457001400	2874036054	300	SAMN23394654	SRX13202717	2022-07-13T00:00:00Z	2021-11-23T02:11:00Z	Pink2-1	flowering	Pink2-1					Petal_7months
Brassica napus	PRJNA782763	SRR17012617	Petal	-	not collected	7 month	SRP347349	Apricot2-3	7541818800	2278607519	300	SAMN23394653	SRX13202716	2022-07-13T00:00:00Z	2021-11-23T02:10:00Z	Apricot2-3	flowering	Apricot2-3					Petal_7months
Brassica napus	PRJNA782763	SRR17012618	Petal	-	not collected	7 month	SRP347349	White1-3	7105910400	2166841413	300	SAMN23394635	SRX13202715	2022-07-13T00:00:00Z	2021-11-23T02:06:00Z	White1-3	flowering	White1-3					Petal_7months
Brassica napus	PRJNA782763	SRR17012619	Petal	-	not collected	7 month	SRP347349	Apricot2-2	7455178200	2257978045	300	SAMN23394652	SRX13202714	2022-07-13T00:00:00Z	2021-11-23T02:19:00Z	Apricot2-2	flowering	Apricot2-2					Petal_7months
Brassica napus	PRJNA782763	SRR17012620	Petal	-	not collected	7 month	SRP347349	Apricot2-1	6999951000	2114813437	300	SAMN23394651	SRX13202713	2022-07-13T00:00:00Z	2021-11-23T02:13:00Z	Apricot2-1	flowering	Apricot2-1					Petal_7months
Brassica napus	PRJNA782763	SRR17012621	Petal	-	not collected	7 month	SRP347349	Yellow2-3	8317035000	2518507993	300	SAMN23394650	SRX13202712	2022-07-13T00:00:00Z	2021-11-23T02:09:00Z	Yellow2-3	flowering	Yellow2-3					Petal_7months
Brassica napus	PRJNA782763	SRR17012622	Petal	-	not collected	7 month	SRP347349	Yellow2-2	7639897800	2307892929	300	SAMN23394649	SRX13202711	2022-07-13T00:00:00Z	2021-11-23T02:17:00Z	Yellow2-2	flowering	Yellow2-2					Petal_7months
Brassica napus	PRJNA782763	SRR17012623	Petal	-	not collected	7 month	SRP347349	Yellow2-1	7025685600	2132491538	300	SAMN23394648	SRX13202710	2022-07-13T00:00:00Z	2021-11-23T02:07:00Z	Yellow2-1	flowering	Yellow2-1					Petal_7months
Brassica napus	PRJNA782763	SRR17012624	Petal	-	not collected	7 month	SRP347349	White2-3	7300965600	2209940696	300	SAMN23394647	SRX13202709	2022-07-13T00:00:00Z	2021-11-23T02:08:00Z	White2-3	flowering	White2-3					Petal_7months
Brassica napus	PRJNA782763	SRR17012625	Petal	-	not collected	7 month	SRP347349	White2-2	8485672500	2560486034	300	SAMN23394646	SRX13202708	2022-07-13T00:00:00Z	2021-11-23T02:15:00Z	White2-2	flowering	White2-2					Petal_7months
Brassica napus	PRJNA782763	SRR17012626	Petal	-	not collected	7 month	SRP347349	White2-1	7522557300	2281020243	300	SAMN23394645	SRX13202707	2022-07-13T00:00:00Z	2021-11-23T02:08:00Z	White2-1	flowering	White2-1					Petal_7months
Brassica napus	PRJNA782763	SRR17012627	Petal	-	not collected	7 month	SRP347349	Pink1-3	7710591600	2337722970	300	SAMN23394644	SRX13202706	2022-07-13T00:00:00Z	2021-11-23T02:14:00Z	Pink1-3	flowering	Pink1-3					Petal_7months
Brassica napus	PRJNA782763	SRR17012628	Petal	-	not collected	7 month	SRP347349	Pink1-2	7534212300	2289602751	300	SAMN23394643	SRX13202705	2022-07-13T00:00:00Z	2021-11-23T02:12:00Z	Pink1-2	flowering	Pink1-2					Petal_7months
Brassica napus	PRJNA782763	SRR17012629	Petal	-	not collected	7 month	SRP347349	White1-2	8084263800	2440200001	300	SAMN23394634	SRX13202704	2022-07-13T00:00:00Z	2021-11-23T02:14:00Z	White1-2	flowering	White1-2					Petal_7months
Brassica napus	PRJNA782763	SRR17012630	Petal	-	not collected	7 month	SRP347349	White1-1	6770711400	2057942442	300	SAMN23394633	SRX13202703	2022-07-13T00:00:00Z	2021-11-23T02:08:00Z	White1-1	flowering	White1-1					Petal_7months
Brassica napus	PRJNA758228	SRR17036585	Seed	-	ZS11_rep2_RNAseq	20 DAF	SRP347835	ZS11_rep2	8017991400	3151723530	300	SAMN23040805	SRX13226485	2022-12-31T00:00:00Z	2021-11-25T05:21:00Z	ZS11_rep2_RNAseq	seed	ZS11					Seed_20-DAF
Brassica napus	PRJNA758228	SRR17036586	Seed	-	ZS11_rep1_RNAseq	20 DAF	SRP347835	ZS11_rep1	9958864200	3742841054	300	SAMN23040804	SRX13226484	2022-12-31T00:00:00Z	2021-11-25T05:23:00Z	ZS11_rep1_RNAseq	seed	ZS11					Seed_20-DAF
Brassica napus	PRJNA758228	SRR17036587	Seed	-	NY10_rep2_RNAseq	20 DAF	SRP347835	NY10_rep2	7423292100	2917197312	300	SAMN23040803	SRX13226483	2022-12-31T00:00:00Z	2021-11-25T05:19:00Z	NY10_rep2_RNAseq	seed	NY10					Seed_20-DAF
Brassica napus	PRJNA758228	SRR17036588	Seed	-	NY10_rep1_RNAseq	20 DAF	SRP347835	NY10_rep1	10205309400	3878012126	300	SAMN23040802	SRX13226482	2022-12-31T00:00:00Z	2021-11-25T05:24:00Z	NY10_rep1_RNAseq	seed	NY10					Seed_20-DAF
Brassica napus	PRJNA758228	SRR17036589	Seed	-	SWU99_rep2_RNAseq	20 DAF	SRP347835	SWU99_rep2	7778196600	3040862892	300	SAMN23040801	SRX13226481	2022-12-31T00:00:00Z	2021-11-25T05:22:00Z	SWU99_rep2_RNAseq	seed	SWU99					Seed_20-DAF
Brassica napus	PRJNA758228	SRR17036590	Seed	-	SWU99_rep1_RNAseq	20 DAF	SRP347835	SWU99_rep1	9773515200	3829170191	300	SAMN23040800	SRX13226480	2022-12-31T00:00:00Z	2021-11-25T05:28:00Z	SWU99_rep1_RNAseq	seed	SWU99					Seed_20-DAF
Brassica napus	PRJNA758228	SRR17036591	Seed	-	SWU102_rep2_RNAseq	20 DAF	SRP347835	SWU102_rep2	8934357000	3501111833	300	SAMN23040799	SRX13226479	2022-12-31T00:00:00Z	2021-11-25T05:24:00Z	SWU102_rep2_RNAseq	seed	SWU102					Seed_20-DAF
Brassica napus	PRJNA758228	SRR17036592	Seed	-	SWU102_rep1_RNAseq	20 DAF	SRP347835	SWU102_rep1	8555107500	3298038844	300	SAMN23040798	SRX13226478	2022-12-31T00:00:00Z	2021-11-25T05:26:00Z	SWU102_rep1_RNAseq	seed	SWU102					Seed_20-DAF
Brassica napus	PRJNA758228	SRR17036594	Seed	-	B262_rep2_RNAseq	20 DAF	SRP347835	B262_rep2	10485263400	4115365212	300	SAMN23040797	SRX13226476	2022-12-31T00:00:00Z	2021-11-25T05:31:00Z	B262_rep2_RNAseq	seed	B262					Seed_20-DAF
Brassica napus	PRJNA758228	SRR17036595	Seed	-	B262_rep1_RNAseq	20 DAF	SRP347835	B262_rep1	8270768700	3237365556	300	SAMN23040796	SRX13226475	2022-12-31T00:00:00Z	2021-11-25T05:23:00Z	B262_rep1_RNAseq	seed	B262					Seed_20-DAF
Brassica napus	PRJNA758228	SRR17036596	Seed	-	9Bao22_rep2_RNAseq	20 DAF	SRP347835	9Bao22_rep2	7934862000	3142431008	300	SAMN23040795	SRX13226474	2022-12-31T00:00:00Z	2021-11-25T05:26:00Z	9Bao22_rep2_RNAseq	seed	9Bao22					Seed_20-DAF
Brassica napus	PRJNA758228	SRR17036597	Seed	-	9Bao22_rep1_RNAseq	20 DAF	SRP347835	9Bao22_rep1	8864613900	3501772269	300	SAMN23040794	SRX13226473	2022-12-31T00:00:00Z	2021-11-25T05:38:00Z	9Bao22_rep1_RNAseq	seed	9Bao22					Seed_20-DAF
Brassica rapa	PRJNA784003	SRR17050361	Leaf	-	-	42 days	SRP348140	V3	322705800	99569282	300	SAMN23460433	SRX13239633	2021-12-20T00:00:00Z	2021-11-27T01:57:00Z	V3-1	-	Chiifu-401-42					Leaf_42days
Brassica rapa	PRJNA784003	SRR17050362	Leaf	-	-	35 days	SRP348140	V2	431670000	131859639	300	SAMN23460432	SRX13239632	2021-12-20T00:00:00Z	2021-11-27T01:57:00Z	V2-3	-	Chiifu-401-42					Leaf_35days
Brassica rapa	PRJNA784003	SRR17050363	Leaf	-	-	35 days	SRP348140	V2	305375400	92819471	300	SAMN23460432	SRX13239631	2021-12-20T00:00:00Z	2021-11-27T01:57:00Z	V2-2	-	Chiifu-401-42					Leaf_35days
Brassica rapa	PRJNA784003	SRR17050364	Leaf	-	-	35 days	SRP348140	V2	409495500	126561969	300	SAMN23460432	SRX13239630	2021-12-20T00:00:00Z	2021-11-27T01:57:00Z	V2-1	-	Chiifu-401-42					Leaf_35days
Brassica rapa	PRJNA784003	SRR17050365	Leaf	-	-	28 days	SRP348140	V1	534472500	162328756	300	SAMN23460431	SRX13239629	2021-12-20T00:00:00Z	2021-11-27T01:58:00Z	V1-3	-	Chiifu-401-42					Leaf_28days
Brassica rapa	PRJNA784003	SRR17050366	Leaf	-	-	28 days	SRP348140	V1	398802300	122972987	300	SAMN23460431	SRX13239628	2021-12-20T00:00:00Z	2021-11-27T01:57:00Z	V1-2	-	Chiifu-401-42					Leaf_28days
Brassica rapa	PRJNA784003	SRR17050367	Leaf	-	-	28 days	SRP348140	V1	488263200	149149318	300	SAMN23460431	SRX13239627	2021-12-20T00:00:00Z	2021-11-27T01:57:00Z	V1-1	-	Chiifu-401-42					Leaf_28days
Brassica rapa	PRJNA784003	SRR17050368	Leaf	-	-	21 days	SRP348140	V0	519429900	158750362	300	SAMN23460430	SRX13239626	2021-12-20T00:00:00Z	2021-11-27T01:58:00Z	V0-6	-	Chiifu-401-42					Leaf_21days
Brassica rapa	PRJNA784003	SRR17050369	Leaf	-	-	49 days	SRP348140	V4	374955000	115374599	300	SAMN23460434	SRX13239625	2021-12-20T00:00:00Z	2021-11-27T01:57:00Z	V4-5	-	Chiifu-401-42					Leaf_49days
Brassica rapa	PRJNA784003	SRR17050370	Leaf	-	-	49 days	SRP348140	V4	387325200	119630808	300	SAMN23460434	SRX13239624	2021-12-20T00:00:00Z	2021-11-27T01:57:00Z	V4-2	-	Chiifu-401-42					Leaf_49days
Brassica rapa	PRJNA784003	SRR17050371	Leaf	-	-	49 days	SRP348140	V4	383889300	120404469	300	SAMN23460434	SRX13239623	2021-12-20T00:00:00Z	2021-11-27T01:57:00Z	V4-1	-	Chiifu-401-42					Leaf_49days
Brassica rapa	PRJNA784003	SRR17050372	Leaf	-	-	42 days	SRP348140	V3	523321800	160979195	300	SAMN23460433	SRX13239622	2021-12-20T00:00:00Z	2021-11-27T01:57:00Z	V3-5	-	Chiifu-401-42					Leaf_42days
Brassica rapa	PRJNA784003	SRR17050373	Leaf	-	-	42 days	SRP348140	V3	439731300	134915036	300	SAMN23460433	SRX13239621	2021-12-20T00:00:00Z	2021-11-27T01:57:00Z	V3-2	-	Chiifu-401-42					Leaf_42days
Brassica rapa	PRJNA784003	SRR17050374	Leaf	-	-	21 days	SRP348140	V0	374678100	116226731	300	SAMN23460430	SRX13239620	2021-12-20T00:00:00Z	2021-11-27T01:57:00Z	V0-2	-	Chiifu-401-42					Leaf_21days
Brassica rapa	PRJNA784003	SRR17050375	Leaf	-	-	21 days	SRP348140	V0	423812400	129430383	300	SAMN23460430	SRX13239619	2021-12-20T00:00:00Z	2021-11-27T01:57:00Z	V0-1	-	Chiifu-401-42					Leaf_21days
Brassica rapa	PRJNA693041	SRR17069986	Leaf	-	not collected	2019-12-10T00:00:00	SRP348544	Bra12	7022293167	2329580608	297	SAMN17376476	SRX13258540	2021-11-30T00:00:00Z	2021-11-30T01:58:00Z	Bra12	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17069987	Leaf	-	not collected	2019-12-10T00:00:00	SRP348544	Bra11	6381298277	2155892420	296	SAMN17376475	SRX13258539	2021-11-30T00:00:00Z	2021-11-30T02:31:00Z	Bra11	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17069990	Leaf	-	not collected	2019-12-10T00:00:00	SRP348544	Bra10	6694905835	2243407219	297	SAMN17376474	SRX13258536	2021-11-30T00:00:00Z	2021-11-30T02:29:00Z	Bra10	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17069991	Leaf	-	not collected	2019-12-10T00:00:00	SRP348544	Bra09	6325561353	2146750034	297	SAMN17376473	SRX13258535	2021-11-30T00:00:00Z	2021-11-30T02:24:00Z	Bra09	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17069992	Leaf	-	not collected	2019-12-10T00:00:00	SRP348544	Bra08	8981311795	3012915478	297	SAMN17376472	SRX13258534	2021-11-30T00:00:00Z	2021-11-30T02:38:00Z	Bra08	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17069993	Leaf	-	not collected	2019-12-10T00:00:00	SRP348544	Bra07	7012408262	2304756354	297	SAMN17376471	SRX13258533	2021-11-30T00:00:00Z	2021-11-30T02:38:00Z	Bra07	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17069994	Leaf	-	not collected	2019-12-10T00:00:00	SRP348544	Bra06	6182496999	2097629552	296	SAMN17376470	SRX13258532	2021-11-30T00:00:00Z	2021-11-30T02:27:00Z	Bra06	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17069997	Leaf	-	not collected	2019-12-10T00:00:00	SRP348544	Bra05	6880719234	2301635785	297	SAMN17376469	SRX13258529	2021-11-30T00:00:00Z	2021-11-30T02:28:00Z	Bra05	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17070005	Leaf	-	not collected	2019-12-30T00:00:00	SRP348544	Bra33	6648177806	2214589552	293	SAMN17376497	SRX13258521	2021-11-30T00:00:00Z	2021-11-30T02:27:00Z	Bra33	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17070006	Leaf	-	not collected	2019-12-30T00:00:00	SRP348544	Bra32	7963978702	2656170736	291	SAMN17376496	SRX13258520	2021-11-30T00:00:00Z	2021-11-30T02:31:00Z	Bra32	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17070007	Leaf	-	not collected	2019-12-30T00:00:00	SRP348544	Bra31	5994056403	2006795113	290	SAMN17376495	SRX13258519	2021-11-30T00:00:00Z	2021-11-30T02:26:00Z	Bra31	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17070008	Leaf	-	not collected	2019-12-10T00:00:00	SRP348544	Bra04	9201745550	3035589257	297	SAMN17376468	SRX13258518	2021-11-30T00:00:00Z	2021-11-30T02:28:00Z	Bra04	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17070009	Leaf	-	not collected	2019-12-30T00:00:00	SRP348544	Bra30	6604911723	2204587579	290	SAMN17376494	SRX13258517	2021-11-30T00:00:00Z	2021-11-30T02:29:00Z	Bra30	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17070010	Leaf	-	not collected	2019-12-30T00:00:00	SRP348544	Bra29	7850402287	2615638184	293	SAMN17376493	SRX13258516	2021-11-30T00:00:00Z	2021-11-30T02:30:00Z	Bra29	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17070011	Leaf	-	not collected	2019-12-30T00:00:00	SRP348544	Bra28	6892118680	2287036824	294	SAMN17376492	SRX13258515	2021-11-30T00:00:00Z	2021-11-30T02:27:00Z	Bra28	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17070012	Leaf	-	not collected	2019-12-30T00:00:00	SRP348544	Bra27	7047207725	2332891543	294	SAMN17376491	SRX13258514	2021-11-30T00:00:00Z	2021-11-30T02:25:00Z	Bra27	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17070013	Leaf	-	not collected	2019-12-30T00:00:00	SRP348544	Bra26	6589682707	2217154067	291	SAMN17376490	SRX13258513	2021-11-30T00:00:00Z	2021-11-30T02:23:00Z	Bra26	not collected	Brassica.rapa					Leaf
Brassica rapa	PRJNA693041	SRR17070014	Leaf	-	not collected	2019-12-30T00:00:00	SRP348544	Bra25	7641946002	2574655086	295	SAMN17376489	SRX13258512	2021-11-30T00:00:00Z	2021-11-30T02:31:00Z	Bra25	not collected	Brassica.rapa					Leaf
Brassica juncea	PRJNA270523	SRR1718914	Seedling	-	-	7-day	SRP051212	GSM1566887	5843863000	3886608950	200	SAMN03266736	SRX814013	2015-08-28T00:00:00Z	2014-12-16T14:40:00Z	-	-	-					Seedling_7days
Brassica juncea	PRJNA270523	SRR1718916	Seedling	-	-	7-day	SRP051212	GSM1566889	4132057800	2707855351	200	SAMN03266737	SRX814015	2015-08-28T00:00:00Z	2014-12-16T14:37:00Z	-	-	-					Seedling_7days
Brassica juncea	PRJNA270523	SRR1718918	Seedling	-	-	7-day	SRP051212	GSM1566891	3234296000	2011944786	200	SAMN03266735	SRX814017	2015-08-28T00:00:00Z	2014-12-16T14:47:00Z	-	-	-					Seedling_7days
Brassica napus	PRJNA792016	SRR17325913	SAM	Low temperature	rapeseed	1 week	SRP352334	LT-H-1W	6672764374	2164767888	300	SAMN24371743	SRX13501494	2023-01-01T00:00:00Z	2021-12-24T00:42:00Z	LT-H-1W	1 week	Hunan1358					SAM_Low-temperature
Brassica napus	PRJNA792016	SRR17325914	SAM	Normal temperature	rapeseed	8 week	SRP352334	CK-Z-8W	6198502500	1946147105	300	SAMN24371742	SRX13501493	2023-01-01T00:00:00Z	2021-12-24T00:37:00Z	CK-Z-8W	8 week	Zhongshuang No.11					SAM_Normal-temperature
Brassica napus	PRJNA792016	SRR17325915	SAM	Normal temperature	rapeseed	6 week	SRP352334	CK-Z-6W	7920707054	2729548057	300	SAMN24371741	SRX13501492	2023-01-01T00:00:00Z	2021-12-24T00:52:00Z	CK-Z-6W	6 week	Zhongshuang No.11					SAM_Normal-temperature
Brassica napus	PRJNA792016	SRR17325916	SAM	Normal temperature	rapeseed	4 week	SRP352334	CK-Z-4W	6260833200	1967470649	300	SAMN24371740	SRX13501491	2023-01-01T00:00:00Z	2021-12-24T00:42:00Z	CK-Z-4W	4 week	Zhongshuang No.11					SAM_Normal-temperature
Brassica napus	PRJNA792016	SRR17325917	SAM	Normal temperature	rapeseed	2 week	SRP352334	CK-Z-2W	9740582700	3076420087	300	SAMN24371739	SRX13501490	2023-01-01T00:00:00Z	2021-12-24T00:58:00Z	CK-Z-2W	2 week	Zhongshuang No.11					SAM_Normal-temperature
Brassica napus	PRJNA792016	SRR17325918	SAM	Normal temperature	rapeseed	1 week	SRP352334	CK-Z-1W	8550756000	2703854238	300	SAMN24371738	SRX13501489	2023-01-01T00:00:00Z	2021-12-24T00:39:00Z	CK-Z-1W	1 week	Zhongshuang No.11					SAM_Normal-temperature
Brassica napus	PRJNA792016	SRR17325919	SAM	Normal temperature	rapeseed	4 week	SRP352334	CK-H-4W	10602318300	3378044907	300	SAMN24371737	SRX13501488	2023-01-01T00:00:00Z	2021-12-24T00:52:00Z	CK-H-4W	4 week	Hunan1358					SAM_Normal-temperature
Brassica napus	PRJNA792016	SRR17325920	SAM	Normal temperature	rapeseed	3 week	SRP352334	CK-H-3W	9260161200	2995329027	300	SAMN24371736	SRX13501487	2023-01-01T00:00:00Z	2021-12-24T00:46:00Z	CK-H-3W	3 week	Hunan1358					SAM_Normal-temperature
Brassica napus	PRJNA792016	SRR17325921	SAM	Low temperature	rapeseed	8 week	SRP352334	LT-Z-8W	7669523100	2422664364	300	SAMN24371751	SRX13501486	2023-01-01T00:00:00Z	2021-12-24T00:36:00Z	LT-Z-8W	8 week	Zhongshuang No.11					SAM_Low-temperature
